color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,Id,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes
Color,Joseph Kahn,115,93,33,123,Shanley Caswell,14000,NA,Comedy|Horror|Sci-Fi,Josh Hutcherson,Detention ,12520,15014,Parker Bagley,2,blood splatter|detention|high school|overalls|reference to c. thomas howell,76,English,USA,R,10000000,2011,383,2.35,0
Color,Robert Wise,119,174,338,195,Angela Cartwright,354,163214286,Biography|Drama|Family|Musical|Romance,Eleanor Parker,The Sound of Music ,148172,1495,Nicholas Hammond,3,austria|children|governess|love|orchestral music score,406,English,USA,G,8200000,1965,209,2.35,15000
Color,John Schultz,59,91,13,292,Mark Webber,452,17843379,Comedy|Drama|Romance,Stephen Collins,Drive Me Crazy ,14904,1760,Keri Lynn Pratt,2,centennial|girl|next door neighbor|prom|school,147,English,USA,PG-13,8000000,1999,442,1.85,0
Color,Andrew Wilson,32,99,387,399,Eddie Griffin,8000,127144,Comedy|Drama|Romance,Will Ferrell,The Wendell Baker Story ,5159,9608,Jacob Vargas,4,directorial debut|fantasy sequence|nurse|old age home|prison,27,English,USA,PG-13,8000000,2005,489,2.35,143
Color,Charles Robert Carner,35,97,18,742,Jenny McCarthy,834,4131640,Comedy|Crime,Ivana Milicevic,Witless Protection ,5463,4091,Richard Bull,2,fbi|polo|possum|sheriff|shotgun,20,English,USA,PG-13,7500000,2008,749,1.85,140
Color,Francis Ford Coppola,208,175,0,3000,Marlon Brando,14000,134821952,Crime|Drama,Al Pacino,The Godfather ,1155770,28122,Robert Duvall,1,crime family|mafia|organized crime|patriarch|rise to power,2238,English,USA,R,6000000,1972,10000,1.85,43000
Color,Don Michael Paul,25,93,70,442,Faizon Love,692,5694308,Comedy|Sport,Jeffrey Jones,Who's Your Caddy? ,13815,3128,Lil' Wayne,0,2000s|golf caddy|golf course|golfer|question mark in title,46,English,USA,PG-13,7000000,2007,585,1.85,446
Color,David Mamet,158,99,342,501,Randy Couture,1000,2344847,Drama|Sport,Alice Braga,Redbelt ,18561,2158,Jose Pablo Cantillo,0,bar|debt|fight|instructor|jujitsu,119,English,USA,R,7000000,2008,518,2.35,0
Color,Robert C. Cooper,18,97,49,687,Christopher Judge,878,NA,Action|Adventure|Drama|Fantasy|Sci-Fi,Ben Browder,Stargate: The Ark of Truth ,15862,4334,Julian Sands,5,2000s|evil god|space opera|stargate|wormhole,42,English,USA,NA,NA,2008,847,1.78,389
Color,Richard Linklater,152,102,0,787,Adam Goldberg,14000,7993039,Comedy,Milla Jovovich,Dazed and Confused ,120036,18643,Cole Hauser,1,football|hazing|high school|last day of school|pledge,408,English,USA,R,6900000,1993,1000,1.85,10000
Color,Richard Linklater,231,99,0,84,Brandon Smith,11000,9203192,Comedy|Crime|Drama,Matthew McConaughey,Bernie ,45396,11328,Rick Dial,1,funeral|stockbroker|texas|vacation|widow,136,English,USA,PG-13,5000000,2011,106,1.85,15000
Color,Stiles White,183,89,10,704,Shelley Hennig,852,50820940,Fantasy|Horror,Lin Shaye,Ouija ,31915,5056,Daren Kagasoff,0,death of girlfriend|funeral|ghost|ouija|spirit,159,English,USA,PG-13,5000000,2014,707,2.35,18000
Color,Richard Fleischer,69,127,130,51,Robert J. Wilke,617,NA,Adventure|Drama|Family|Fantasy|Sci-Fi,James Mason,"20,000 Leagues Under the Sea ",22123,799,Paul Lukas,0,captain|expedition|sea|submarine|whale,108,English,USA,Approved,5000000,1954,53,1.37,0
Color,Mike Flanagan,336,104,59,202,Rory Cochrane,972,27689474,Horror|Mystery,James Lafferty,Oculus ,85688,2071,Garrett Ryan,0,home office|mirror|released from a mental hospital|trauma|video camera,339,English,USA,R,5000000,2013,407,2.35,23000
Color,John Erick Dowdle,196,93,66,161,Edwin Hodge,1000,21197315,Horror|Mystery|Thriller,Ben Feldman,"As Above, So Below ",49948,1410,Perdita Weeks,0,archeologist|catacomb|found footage|paris france|philosopher's stone,211,English,USA,R,5000000,2014,200,1.85,14000
Color,Rob Hedden,129,100,6,65,Peter Mark Richman,935,14343976,Adventure|Horror,Kane Hodder,Friday the 13th Part VIII: Jason Takes Manhattan ,22961,1327,Scott Reeves,0,cult film|friday the thirteenth|hockey mask|jason voorhees|murder spree,291,English,USA,R,5000000,1989,120,1.85,1000
Color,Barry Levinson,42,110,272,551,Daniel Stern,801,14100000,Comedy|Drama,Steve Guttenberg,Diner ,14995,2943,Ellen Barkin,6,baltimore colts|diner|marriage|salesman|wedding,87,English,USA,R,5000000,1982,796,1.85,0
Color,J.S. Cardone,56,90,23,560,Kerr Smith,847,6755271,Horror|Thriller,Brendan Fehr,The Forsaken ,7319,3004,Izabella Miko,4,flashing breasts|hitchhiker|vampire|vampire hunter|virus,131,English,USA,R,5000000,2001,591,1.85,327
Color,John Cameron Mitchell,248,91,263,192,Jon Tenney,967,2221809,Drama,Dianne Wiest,Rabbit Hole ,40618,1582,Tammy Blanchard,0,car|comic book|comic book artist|iphone|memory,144,English,USA,PG-13,5000000,2010,289,1.85,0
Color,Jeremy Saulnier,322,95,57,233,Mark Webber,727,3219029,Crime|Horror|Music|Thriller,Alia Shawkat,Green Room ,28845,1836,Joe Cole,0,murder|neo nazi|punk band|skinhead|suspense,125,English,USA,R,5000000,2015,442,2.35,10000
Color,Stephen Herek,19,87,65,686,Callum Blue,866,NA,Comedy|Drama|Fantasy,Henry Ian Cusick,Dead Like Me: Life After Death ,10734,3724,Shenae Grimes-Beech,1,african american policeman|police|policeman|policewoman|vomiting,80,English,USA,R,5000000,2009,738,1.78,887
Color,Peter Hyams,64,130,0,826,Sam Waterston,1000,NA,Action|Sci-Fi|Thriller,David Huddleston,Capricorn One ,15988,5191,Hal Holbrook,0,astronaut|hoax|journalist|mission|nasa,153,English,USA,PG,5000000,1977,849,2.35,2000
Color,Eli Roth,303,93,0,581,Takashi Miike,1000,47277326,Horror,Jay Hernandez,Hostel ,138814,2990,Rick Hoffman,0,bratislava|hostel|sadistic horror|torture|travel,1516,English,USA,R,4800000,2005,1000,2.35,0
Color,Spike Lee,202,108,0,346,Rosario Dawson,22000,13060843,Drama,Philip Seymour Hoffman,25th Hour ,149528,26050,Aaron Stanford,0,bar|dream|drug dealing|nightclub|widower,454,English,USA,R,15000000,2002,3000,2.35,0
Color,Mel Brooks,39,87,0,753,Dom DeLuise,898,NA,Comedy|Romance,Sid Caesar,Silent Movie ,12666,2951,Bernadette Peters,0,black comedy|friend|modern silent movie|silent movie|two word title,61,NA,USA,PG,4400000,1976,842,1.85,629
Color,Duane Journey,46,86,2,555,Lara Flynn Boyle,707,NA,Comedy|Horror,Molly C. Quinn,Hansel & Gretel Get Baked ,2806,2634,Lochlyn Munro,0,hansel and gretel|lesbian kiss|marijuana|witch|witchcraft,11,English,USA,NA,4500000,2013,619,1.78,0
Color,Billy Wilder,34,105,0,116,Harold Gould,597,NA,Comedy|Drama|Romance,Austin Pendleton,The Front Page ,9007,1218,David Wayne,2,1920s|communist|escape from jail|newspaper|reporter,50,English,USA,PG,4000000,1974,222,2.35,661
Color,Roger Avary,143,110,675,968,Faye Dunaway,16000,6525762,Comedy|Drama|Romance,Ian Somerhalder,The Rules of Attraction ,44339,19928,Clifton Collins Jr.,2,bisexual|college|drug dealer|drugs|student,425,English,USA,R,4000000,2002,977,1.85,0
Color,Alfred Hitchcock,50,127,13000,148,John Vernon,204,NA,Drama|Thriller,Roscoe Lee Browne,Topaz ,12677,753,Philippe Noiret,0,1960s|agent|cuba|intelligence|spy,89,English,USA,M,4000000,1969,187,1.85,414
Color,Ron Fricke,115,102,330,0,Balinese Tari Legong Dancers,48,2601847,Documentary|Music,Collin Alfredo St. Dic,Samsara ,22457,48,Puti Sri Candra Dewi,0,hall of mirrors|mont saint michel france|palace of versailles|turkey the country|yellowstone national park,69,None,USA,PG-13,4000000,2011,0,2.35,26000
Color,David Schwimmer,109,106,0,67,Jordan Trovillion,617,58214,Crime|Drama|Thriller,Noah Emmerich,Trust ,34224,916,Zoe Levin,0,counselor|fbi|revenge motive|school|teenage girl,137,English,USA,R,9500000,2010,163,2.35,10000
Color,Sam Levinson,46,119,8,2000,Ezra Miller,3000,NA,Comedy|Drama,George Kennedy,Another Happy Day ,3297,10984,Demi Moore,4,countryside|marriage|maryland|usa|wedding,42,English,USA,R,4000000,2011,3000,2.35,798
Black and White,John Schlesinger,88,113,154,77,Barnard Hughes,183,NA,Drama,Brenda Vaccaro,Midnight Cowboy ,76616,465,John McGiver,2,gay|homosexual|homosexuality|hustler|male rear nudity,334,English,USA,X,3600000,1969,89,1.85,0
Color,Fred Zinnemann,25,149,160,75,Peter Finch,157,NA,Drama,Colleen Dewhurst,The Nun's Story ,7071,646,Beatrice Straight,0,belgium|congo|convent|nun|nurse,83,English,USA,Not Rated,3500000,1959,139,1.78,930
Color,Jack Smight,22,121,22,367,Robert Wagner,606,NA,Action|Crime|Drama|Mystery|Thriller,Janet Leigh,Harper ,5941,2402,Shelley Winters,1,kidnapping|los angeles california|neo noir|private detective|ransom,74,English,USA,Not Rated,3500000,1966,481,2.35,470
Color,Spike Lee,53,115,0,360,Cedric the Entertainer,1000,38168022,Comedy|Documentary,Bernie Mac,The Original Kings of Comedy ,4687,1964,Steve Harvey,0,backstage|comedian|concert film|emcee|stand up comedian,83,English,USA,R,3000000,2000,436,1.85,290
Color,Michel Gondry,114,100,1000,220,Dave Chappelle,989,11694528,Comedy|Documentary|Music,Common,Dave Chappelle's Block Party ,7721,2165,Lauryn Hill,0,block party|marching band|neighborhood|new york city|tyrannosaurus rex,72,English,USA,R,3000000,2005,744,1.85,635
Color,Benny Boom,49,84,23,706,Donald Faison,1000,10017041,Action|Comedy|Crime,Omari Hardwick,Next Day Air ,8265,4815,Mike Epps,3,cocaine|package|slow motion scene|topless female nudity|wrong address,20,English,USA,R,3000000,2009,927,1.85,545
Color,Leslye Headland,156,87,21,416,Adam Scott,4000,418268,Comedy|Romance,Kirsten Dunst,Bachelorette ,37156,8353,Andrew Rannells,3,bachelorette party|drug use|high school|overdose|wedding dress,129,English,USA,R,3000000,2012,3000,2.35,0
Color,Youssef Delara,17,88,8,471,David Bianchi,2000,NA,Thriller,Noel Gugliemi,Enter the Dangerous Mind ,704,4469,Jason Priestley,0,dubstep|tied feet,9,English,USA,NA,800000,2013,715,2.35,406
Color,Frank Capra,21,136,964,248,Glenn Ford,931,NA,Comedy|Drama,Ann-Margret,Pocketful of Miracles ,4313,2167,Thomas Mitchell,2,1930s|apple|dude|luck|new york city,40,English,USA,Approved,2900000,1961,416,2.35,612
Color,Craig Brewer,159,116,153,165,Paula Jai Parker,275,22201636,Crime|Drama|Music,Isaac Hayes,Hustle & Flow ,33567,727,Elise Neal,1,baby|friend|hip hop|pimp|stripper,206,English,USA,R,8000000,2005,247,1.85,0
Black and White,Victor Fleming,213,102,149,357,Terry,695,22202612,Adventure|Family|Fantasy|Musical,Margaret Hamilton,The Wizard of Oz ,291875,2509,Billie Burke,3,evil witch|tornado|witch|wizard|wizard of oz,533,English,USA,Passed,2800000,1939,421,1.37,14000
Black and White,Victor Fleming,9,122,149,315,Esther Williams,760,NA,Drama|Fantasy|Romance|War,Spencer Tracy,A Guy Named Joe ,1553,2555,Irene Dunne,0,heaven|pilot|teacher|training|world war two,27,English,USA,Passed,2627000,1943,675,1.37,116
Color,Tony Giglio,66,100,6,209,Nick Searcy,331,NA,Horror|Thriller,Brianna Brown,Timber Falls ,5012,1082,Beth Broderick,1,hiking|voyeur|voyeurism|west virginia|woods,47,English,USA,R,2600000,2007,272,1.85,254
Color,Tom Hanks,75,149,15000,982,Charlize Theron,15000,25809813,Comedy|Drama|Music,Tom Hanks,That Thing You Do! ,50311,28713,Ethan Embry,6,band|drummer|jazz|pennsylvania|song,212,English,USA,PG,26000000,1996,9000,1.37,0
Color,Spike Lee,28,120,0,702,Harry Lennix,1000,5731103,Drama|History,Bernie Mac,Get on the Bus ,4100,5963,Andre Braugher,10,actor|bus|march|million man march|religion,35,English,USA,R,2400000,1996,748,1.85,352
Color,Danny Steinmann,160,92,13,17,Melanie Kinnaman,42,21300000,Horror|Mystery|Thriller,Tiffany Helm,Friday the 13th: A New Beginning ,22521,170,Dominick Brascia,0,jason voorhees|murder|new jersey|nightmare|teenager,342,English,USA,R,2200000,1985,27,1.85,1000
Color,David Robert Mitchell,533,100,421,159,Ruby Harris,314,14673301,Horror|Mystery,Maika Monroe,It Follows ,112899,1062,Jake Weary,0,ambiguous ending|being followed|sex scene|supernatural|supernatural being,631,English,USA,R,2000000,2014,189,2.35,45000
Color,Steven Soderbergh,108,101,0,685,Enrico Colantoni,8000,2506446,Comedy|Romance,Julia Roberts,Full Frontal ,8662,11327,Blair Underwood,0,birthday|friend|hollywood|party|sex,172,English,USA,R,2000000,2002,724,1.85,134
Color,Laurie Collyer,78,96,38,85,Kate Burton,363,198407,Drama,Brad William Henke,Sherrybaby ,10282,774,Michelle Hurst,1,ex convict|halfway house|nipples visible through clothing|orgasm|parole officer,78,English,USA,R,2000000,2006,223,1.85,474
Color,Jeff Crook,8,90,5,372,Mario Cimarro,601,NA,Action|Crime|Drama|Thriller,Nicholas Gonzalez,Rockaway ,355,2395,Ricardo Chavira,1,one word title,6,English,USA,R,2000000,2007,453,2.35,44
Color,William Kaufman,23,90,58,164,Mike 'The Miz' Mizanin,405,NA,Action|Thriller,Paul McGillion,The Marine 4: Moving Target ,2032,1204,David Lewis,2,killed in police car|mercenary|police officer shot in the leg|police officer shot through the heart|whistleblower,15,English,USA,R,1950000,2015,217,1.78,620
Color,Mark Illsley,77,98,3,327,Illeana Douglas,349,1943649,Comedy|Crime|Romance,Ally Walker,"Happy, Texas ",8697,2095,Jeremy Northam,3,banker|beauty pageant|escaped convict|gay|pageant,122,English,USA,PG-13,1700000,1999,347,1.85,374
Color,Larry Clark,71,91,184,82,Leo Fitzpatrick,3000,7417210,Drama,Rosario Dawson,Kids ,59041,3310,Justin Pierce,1,coming of age|marijuana|rape|virgin|weed,408,English,USA,NA,1500000,1995,202,1.85,0
Color,Charles Herman-Wurmfeld,110,97,0,117,Jennifer Westfeldt,378,7022940,Comedy|Drama|Romance,Scott Cohen,Kissing Jessica Stein ,14018,1173,Brian Stepanek,1,friend|friendship|journalist|new york city|personal ad,190,English,USA,R,1000000,2001,321,1.85,682
Black and White,Henry Bean,84,98,21,76,Theresa Russell,33000,406035,Drama,Ryan Gosling,The Believer ,30314,33441,Summer Phoenix,0,jew|jewish nazi|nazism|racism|skinhead,159,English,USA,R,1500000,2001,243,1.66,0
Color,David Gordon Green,88,107,234,442,Connor Paolo,947,402820,Drama|Romance,Michael Angarano,Snow Angels ,10896,2747,Tom Noonan,0,flashback|football game|school|small town|snow,57,English,USA,R,NA,2007,530,2.35,415
Color,Brad Anderson,127,100,122,83,Brendan Sexton III,210,373967,Horror|Mystery,Paul Guilfoyle,Session 9 ,43839,469,Larry Fessenden,0,abandoned asylum|abandoned hospital|asbestos|lobotomy|multiple personality,481,English,USA,R,1500000,2001,148,2.35,0
Color,Adam Green,229,93,134,488,Kane Hodder,936,NA,Comedy|Horror,Joel David Moore,Hatchet ,23349,3668,Joel Murray,0,bayou|boat|louisiana|swamp|tour,235,English,USA,R,1500000,2006,935,1.85,0
Color,Timothy Woodward Jr.,6,97,764,492,Johnny Messner,835,NA,Action|Crime|Thriller,Katrina Law,Checkmate ,735,2882,Michael Paré,3,NA,18,English,USA,NA,1500000,2015,522,2.35,402
Black and White,Jonathan Kesselman,35,87,4,624,Adam Goldberg,2000,19539,Comedy,Judy Greer,The Hebrew Hammer ,4182,6227,Tony Cox,1,blaxploitation|hanukkah|jewish|kwanzaa|santa claus,53,English,USA,R,1000000,2003,1000,1.85,3000
Color,Douglas Cheek,77,96,4,132,John Heard,796,NA,Horror|Sci-Fi,Daniel Stern,C.H.U.D. ,7528,1866,Sam McMurray,0,bum|city|mutant|new york city|street,88,English,USA,R,1250000,1984,697,1.85,0
Color,Adam Jay Epstein,14,76,0,227,Denise Boutte,387,NA,Comedy,Rich Ceraulo,Extreme Movie ,9560,1190,Vanessa Lee Chester,6,box office flop|female frontal nudity|pink bra and panties|red bra and panties|sex,35,English,USA,R,NA,2008,295,1.85,636
Black and White,Allan Dwan,40,109,23,88,Richard Jaeckel,183,NA,Action|Drama|Romance|War,James Brown,Sands of Iwo Jima ,7346,510,Forrest Tucker,0,battle|combat|heroic military|sergeant|tarawa,69,English,USA,Approved,1000000,1949,102,1.37,624
Color,Brad Anderson,38,104,122,458,Callie Thorne,22000,3386698,Comedy|Drama|Romance,Philip Seymour Hoffman,Next Stop Wonderland ,4195,23461,Holland Taylor,1,love|marine biologist|nurse|personal ad|plumber,86,English,USA,R,1000000,1998,472,1.85,392
Color,Gillian Robespierre,155,84,9,313,Jenny Slate,612,3122616,Comedy|Drama,Gaby Hoffmann,Obvious Child ,16594,1587,Jake Lacy,1,abortion|divorced parents|one night stand|pregnancy|pregnant,73,English,USA,R,NA,2014,457,2.35,0
Color,Courtney Hunt,181,97,33,229,Michael O'Keefe,496,2508841,Crime|Drama,Charlie McDermott,Frozen River ,21746,994,Misty Upham,1,border|mohawk|money|new york|river,93,English,USA,R,1000000,2008,238,1.85,0
Color,Hal Haberman,56,81,0,394,Paul Blackthorne,975,6387,Comedy|Drama|Sci-Fi,Michael Rapaport,Special ,4862,2694,Ian Bohen,0,dream sequence|locked in a room|looking at self in mirror|medication|superhero,37,English,USA,R,1000000,2006,645,1.85,0
Color,David Cross,20,96,0,396,Matt Walsh,782,NA,Comedy|Drama,Jason Ritter,Hits ,1359,2607,Amy Sedaris,1,courtroom|independent film|internet|small town|youtube,8,English,USA,NA,1000000,2014,490,1.78,903
Color,Katie Aselton,95,83,224,37,Anslem Richardson,224,NA,Horror|Thriller,Katie Aselton,Black Rock ,6531,344,Jay Paulson,1,bare breasts|female frontal nudity|hunter|island|weekend,47,English,USA,R,NA,2012,59,1.85,0
Color,Ralph Nelson,32,103,17,113,Dick Van Patten,754,NA,Drama|Romance|Sci-Fi,Cliff Robertson,Charly ,4998,1567,Claire Bloom,0,disability|experiment|genius|intelligence|mouse,55,English,USA,PG,NA,1968,605,2.35,785
Color,Ramaa Mosley,62,101,6,727,Michael Angarano,975,6643,Comedy|Fantasy|Thriller,Jack McBrayer,The Brass Teapot ,11965,4184,Alia Shawkat,2,mini dress|mini skirt|money|voyeur|voyeurism,39,English,USA,R,900000,2012,947,2.35,0
Color,Colin Trevorrow,271,86,365,522,Mark Duplass,934,4007792,Comedy|Drama|Romance,Mary Lynn Rajskub,Safety Not Guaranteed ,101287,2714,Jeff Garlin,0,classified ad|intern|magazine|time machine|time travel,260,English,USA,R,750000,2012,830,2.35,31000
Color,Michael Cuesta,64,97,52,36,Bruce Altman,80,1141829,Crime|Drama,Adam LeFevre,L.I.E. ,8509,209,Walter Masterson,1,ephebophile|pederasty|pedophilia|playing hooky|shaving,109,English,USA,NC-17,700000,2001,67,1.85,420
Color,H.M. Coakley,8,91,0,137,Steffinnie Phrommany,696,NA,Crime|Drama|Thriller,Mehcad Brooks,Adulterers ,514,1210,Danielle Savre,3,cheating husband|female nudity|male nudity|male rear nudity|revenge,1,English,USA,NA,750000,2015,320,2.35,158
Color,Brian Baugh,20,120,3,234,Sean Michael Afable,984,3773863,Drama,Randy Wayne,To Save a Life ,4583,2563,D. David Morin,1,basketball|beer pong|childhood friend|christian|suicide,55,English,USA,PG-13,1000000,2009,801,2.35,0
Color,Barry W. Blaustein,70,108,6,43,Vince McMahon,54,2047570,Biography|Documentary|Sport,Terry Funk,Beyond the Mat ,6790,194,Mick Foley,3,championship|drugs|three word title|wrestler|wrestling,80,English,USA,R,500000,1999,44,1.85,491
Color,Luke Dye,1,84,0,53,Jeff Delaney,385,NA,Family,Mike Stanley,The Little Ponderosa Zoo ,15,683,Jamison Stalsworth,2,NA,1,English,USA,NA,500000,2016,169,16,9
Black and White,Lloyd Bacon,65,89,24,45,Dick Powell,610,2300000,Comedy|Musical|Romance,Ginger Rogers,42nd Street ,7921,995,George Brent,2,chorus girl|chorus line|director|gala premiere|song,97,English,USA,Unrated,439000,1933,105,1.37,439
Color,Oren Peli,409,84,110,21,Ashley Palmer,189,107917283,Horror,Micah Sloat,Paranormal Activity ,184824,330,Amber Armstrong,0,dark force|entity|evil force|found footage|paranormal phenomenon,1189,English,USA,R,15000,2007,109,1.85,12000
Color,Ray Griggs,4,92,4,12,Chris Cox,93,425899,Documentary,Bill Farmer,I Want Your Money ,1123,168,Mike Huckabee,0,NA,31,English,USA,PG,400000,2010,31,1.78,638
Black and White,Harry Beaumont,36,100,4,4,Bessie Love,77,2808000,Musical|Romance,Anita Page,The Broadway Melody ,4546,109,Charles King,8,sibling rivalry|singer|sister act|whistling|wisecrack humor,71,English,USA,Passed,379000,1929,28,1.37,167
Color,Peter Hedges,131,80,54,543,Adrian Martinez,1000,2360184,Comedy|Drama,Oliver Platt,Pieces of April ,18035,3010,Derek Luke,3,apartment|oven|stove|thanksgiving|thanksgiving dinner,177,English,USA,PG-13,300000,2003,806,1.85,0
Color,Nicole Holofcener,71,91,132,225,Brenda Blethyn,400,4186931,Comedy|Drama|Romance,Aunjanue Ellis,Lovely & Amazing ,6041,1330,Raven Goodwin,3,african american|dog|homecoming queen|insecurity|surgery,85,English,USA,R,250000,2001,286,1.85,169
Color,Ken Del Conte,NA,90,2,99,Robert Miano,466,NA,Action|Adventure|Mystery|Romance|Thriller,Hector Echavarria,Death Calls ,30,842,Ron Roggé,2,murder|oppression|rebirth|reincarnation|revenge,NA,English,USA,R,290000,2010,216,1.85,16
Color,Nadia Tass,6,86,20,32,Jordan Bridges,563,NA,Drama|Family,Mia Farrow,An American Girl Holiday ,1338,828,Bruce Gooch,1,courtship|friend|girl|servant|sister,32,English,USA,NA,200000,2004,194,1.33,90
Color,Bill Melendez,43,25,36,27,Bill Melendez,39,NA,Animation|Comedy|Family,Peter Robbins,A Charlie Brown Christmas ,21826,139,Christopher Shea,0,christmas|christmas tree|commercialism|meaning of christmas|tree,126,English,USA,TV-G,150000,1965,36,1.33,0
Color,Alex Kendrick,31,111,589,51,Erin Bethea,589,10174663,Drama|Sport,Alex Kendrick,Facing the Giants ,12399,916,Shannen Fields,0,christian|coach|faith|football|football team,382,English,USA,PG,100000,2006,150,1.85,0
Black and White,Andrew Leman,60,47,2,5,David Mersault,19,NA,Fantasy|Horror|Mystery|Thriller,Dan Novy,The Call of Cthulhu ,6261,43,Barry Lynch,0,1920s|cthulhu|dream|sailor|silent film,99,English,USA,NA,50000,2005,9,1.33,0
Color,Travis Legge,2,83,138,76,Patricia Raven,307,NA,Horror,Elissa Dowling,Raymond Did It ,192,619,Lindsay Felton,0,blood|independent film|mutilation|violence,6,English,USA,Unrated,40000,2011,114,2.35,239
